Gene_ID,Uniprot_ID,Concentration_µM,SRC_pKapp_sign,HCK_pKapp_sign
AUP1,Q9Y679,0.104260306815006,#N/A,#N/A
CYP20A1,Q6UW02,0.104104562872858,#N/A,#N/A
AFG3L2,Q9Y4W6,0.104066014797738,#N/A,#N/A
ADPGK,Q9BRR6,0.104054325801113,#N/A,#N/A
P4HA2,O15460,0.103694403973946,#N/A,#N/A
CWC15,Q9P013,0.10366496631201,#N/A,#N/A
HCFC1,P51610,0.103554423010715,#N/A,#N/A
FMNL1,O95466,0.103521303384542,#N/A,#N/A
LEO1,Q8WVC0,0.103498217822112,#N/A,#N/A
MFGE8,Q08431,0.103419399307127,#N/A,#N/A
MLKL,Q8NB16,0.10295271473882,#N/A,#N/A
NT5DC1,Q5TFE4,0.102895204905516,#N/A,#N/A
CEP170,Q5SW79,0.102870745664745,#N/A,#N/A
ACACA,Q13085,0.102359739522922,#N/A,#N/A
OSBPL8,Q9BZF1,0.102143549220792,#N/A,#N/A
TRMT6,Q9UJA5,0.101896069044331,#N/A,#N/A
PRPSAP1,Q14558,0.101824624224709,#N/A,#N/A
MTHFD2,P13995,0.101681912489537,#N/A,#N/A
HMBS,P08397,0.10162927740929,#N/A,#N/A
GSTM1,P09488,0.101382026331747,#N/A,#N/A
MCAM,P43121,0.101005083698209,#N/A,#N/A
PKN1,Q16512,0.10088636129861,#N/A,#N/A
PEX14,O75381,0.100770820264977,#N/A,#N/A
FAM3C,Q92520,0.10059702116286,#N/A,#N/A
MRPL22,Q9NWU5,0.100505683338416,#N/A,#N/A
PELO,Q9BRX2,0.100310160730709,#N/A,#N/A
C3,P01024,0.100296516750176,#N/A,#N/A
LANCL1,O43813,0.100172915100553,#N/A,#N/A
LIPA,P38571,0.100112852737361,#N/A,#N/A
SIPA1,Q96FS4,0.100019598455683,#N/A,#N/A
FOXK1,P85037,0.0997808112575121,#N/A,#N/A
PAF1,Q8N7H5,0.0997751854761688,#N/A,#N/A
SCFD1,Q8WVM8,0.0997051420087686,#N/A,#N/A
CTR9,Q6PD62,0.0995736748139545,#N/A,#N/A
EXOSC1,Q9Y3B2,0.0995417965364836,#N/A,#N/A
SH3KBP1,Q96B97,0.0994873960796069,#N/A,4.85069347452304
SUN2,Q9UH99,0.0991979145578091,#N/A,#N/A
YIPF3,Q9GZM5,0.0990803854899324,#N/A,#N/A
PYGL,P06737,0.0989918777406802,#N/A,#N/A
SLC38A1,Q9H2H9,0.098734960261719,#N/A,#N/A
SP100,P23497,0.0985879610691556,#N/A,#N/A
AGL,P35573,0.098532815815167,#N/A,#N/A
ARAP1,Q96P48,0.0985071756657586,4.95443655898361,4.95612462194282
HSPA14,Q0VDF9,0.0984876887884735,#N/A,#N/A
UBFD1,O14562,0.0984060125115539,#N/A,#N/A
HDGFL2,Q7Z4V5,0.0979991482723579,#N/A,#N/A
SAFB2,Q14151,0.0977585073427669,#N/A,4.46208357103163
IRF2BP2,Q7Z5L9,0.0975539809331931,#N/A,#N/A
SUPT6H,Q7KZ85,0.0974447918966768,#N/A,#N/A
C9orf40,Q8IXQ3,0.0974163453797006,#N/A,4.17071760080008
AHNAK2,Q8IVF2,0.0973759369773183,#N/A,#N/A
POLD3,Q15054,0.0972442736300964,#N/A,#N/A
BCAS2,O75934,0.0971716739605116,#N/A,#N/A
DENND10,Q8TCE6,0.0970842093866297,#N/A,#N/A
HYI,Q5T013,0.0970421361253466,#N/A,#N/A
DDX20,Q9UHI6,0.0970254882162543,#N/A,#N/A
PMPCB,O75439,0.0965551943730532,#N/A,#N/A
DHCR24,Q15392,0.0965150074868244,#N/A,#N/A
MKI67,P46013,0.0959625686488125,#N/A,#N/A
IGFBP7,Q16270,0.0959153553515753,#N/A,#N/A
AMPD2,Q01433,0.0955920556955787,#N/A,#N/A
HNMT,P50135,0.0955370118425767,#N/A,#N/A
LSM14B,Q9BX40,0.0955336890031837,#N/A,#N/A
RABGGTA,Q92696,0.0953895499602056,#N/A,#N/A
RRP12,Q5JTH9,0.0951876237973996,#N/A,#N/A
SCARB2,Q14108,0.095050154720259,#N/A,#N/A
DCUN1D5,Q9BTE7,0.0949750772344087,#N/A,#N/A
KNSTRN,Q9Y448,0.0949347007182128,#N/A,#N/A
RAC1,P63000,0.0947085510261057,#N/A,#N/A
VPS25,Q9BRG1,0.0945905251673129,#N/A,#N/A
EMC4,Q5J8M3,0.0944783866859403,#N/A,#N/A
PPP1R18,Q6NYC8,0.0940902158161261,4.22606877367565,4.11348412199837
MRPL27,Q9P0M9,0.093786273619372,#N/A,#N/A
ATP5MF,P56134,0.0936684487439762,#N/A,#N/A
UBE2G2,P60604,0.0934787337291146,#N/A,#N/A
POLR1G,O15446,0.0932136581245465,#N/A,#N/A
AP1S2,P56377,0.0931958687506142,#N/A,#N/A
ERLIN1,O75477,0.0930046964539577,#N/A,#N/A
RFTN1,Q14699,0.0929079233975343,#N/A,#N/A
CNIH4,Q9P003,0.0927685550028645,#N/A,#N/A
POLD1,P28340,0.0927055743541201,#N/A,#N/A
COPS7B,Q9H9Q2,0.0925927639610049,#N/A,#N/A
NOP16,Q9Y3C1,0.0925005872715645,#N/A,#N/A
OVCA2,Q8WZ82,0.09223865393861,#N/A,#N/A
TAF15,Q92804,0.0920672904649709,#N/A,#N/A
ISY1,Q9ULR0,0.0919188397806608,#N/A,#N/A
CERT1,Q9Y5P4,0.0917263457865856,#N/A,#N/A
PSMB9,P28065,0.0917142378375091,#N/A,#N/A
HLA-DRB5,Q30154,0.0916982956708484,#N/A,#N/A
H1-2,P16403,0.0916108724991518,#N/A,#N/A
TM9SF2,Q99805,0.0915946455817424,#N/A,#N/A
TACC1,O75410,0.0913107305699028,#N/A,#N/A
OSBPL3,Q9H4L5,0.0912479000698361,#N/A,#N/A
XPO7,Q9UIA9,0.0912440656103372,#N/A,#N/A
NMD3,Q96D46,0.0912411280553742,#N/A,#N/A
DBT,P11182,0.091236946698323,#N/A,#N/A
TNPO2,O14787,0.091056210398529,#N/A,#N/A
SCCPDH,Q8NBX0,0.0909396369875671,#N/A,#N/A
MBD3,O95983,0.0908393496034448,#N/A,#N/A
MPDU1,O75352,0.0907259856129243,#N/A,#N/A
PSMG3,Q9BT73,0.0906605329959729,#N/A,#N/A
EPN1,Q9Y6I3,0.0905478793625965,#N/A,#N/A
TGOLN2,O43493,0.0904468002972661,#N/A,#N/A
C19orf25,Q9UFG5,0.0903233300089012,#N/A,#N/A
STXBP1,P61764,0.0902722906690405,#N/A,#N/A
NFKB1,P19838,0.0898803160287106,#N/A,#N/A
PTK2,Q05397,0.0897349356320746,#N/A,4.23119216310292
KCMF1,Q9P0J7,0.0896072407230276,#N/A,#N/A
SHMT1,P34896,0.0896053262709215,#N/A,#N/A
NUDT4,Q9NZJ9,0.0895910428249315,#N/A,#N/A
H1-4,P10412,0.0895193000676643,#N/A,#N/A
SOAT1,P35610,0.0891989938146833,#N/A,#N/A
WBP11,Q9Y2W2,0.0890898591104882,4.90554977442191,4.92281233246586
TNKS1BP1,Q9C0C2,0.0890659385556204,4.15979866593892,4.65172827071671
TMEM11,P17152,0.0890036727490984,#N/A,#N/A
IGF2BP3,O00425,0.0885166601926233,#N/A,#N/A
CLINT1,Q14677,0.0883435390134227,#N/A,#N/A
RBM22,Q9NW64,0.088147183500932,4.40579845073079,#N/A
TAGLN,Q01995,0.0880689278153548,#N/A,#N/A
MRPL48,Q96GC5,0.088044051095799,#N/A,#N/A
BCS1L,Q9Y276,0.0879520017098182,#N/A,#N/A
PDHX,O00330,0.0877615238528046,#N/A,#N/A
JMJD6,Q6NYC1,0.0877294885692435,#N/A,#N/A
IER3IP1,Q9Y5U9,0.0875411267300892,#N/A,#N/A
TMUB1,Q9BVT8,0.0874990810437151,#N/A,#N/A
MLPH,Q9BV36,0.0872102735250821,#N/A,#N/A
CDK9,P50750,0.0870056569564453,#N/A,#N/A
CTSB,P07858,0.086481496871711,#N/A,#N/A
MAPRE2,Q15555,0.0861020068923888,#N/A,#N/A
ME2,P23368,0.0859542763240011,#N/A,#N/A
CAMK2D,Q13557,0.0859400687566685,#N/A,#N/A
IVD,P26440,0.0858777935307512,#N/A,#N/A
S100A6,P06703,0.0858592518060027,#N/A,#N/A
NUSAP1,Q9BXS6,0.0857953794226003,#N/A,#N/A
HTRA2,O43464,0.0857227960782637,#N/A,#N/A
GTF3C5,Q9Y5Q8,0.0857030495110709,#N/A,#N/A
RPIA,P49247,0.0855943512087003,#N/A,#N/A
ZC3H11A,O75152,0.0855666343363951,#N/A,#N/A
STRN4,Q9NRL3,0.0855444668364748,#N/A,#N/A
PHLDA1,Q8WV24,0.0855080954147111,#N/A,#N/A
UQCC3,Q6UW78,0.0854690234624379,#N/A,#N/A
MRPL41,Q8IXM3,0.0853227947919895,#N/A,#N/A
ARMC6,Q6NXE6,0.0849803828315833,#N/A,#N/A
RMDN3,Q96TC7,0.0847657751812253,#N/A,#N/A
PTER,Q96BW5,0.0847254662913755,#N/A,#N/A
CIAO2A,Q9H5X1,0.0846728355664934,#N/A,#N/A
APOBEC3B,Q9UH17,0.0844974227493102,#N/A,#N/A
ATP2B1,P20020,0.0843594490236738,#N/A,#N/A
SEPHS1,P49903,0.0840336534489101,#N/A,#N/A
SRP19,P09132,0.0840179303406693,#N/A,#N/A
CPN1,P15169,0.0839802777919369,#N/A,#N/A
KIFBP,Q96EK5,0.0839104577134716,#N/A,#N/A
NUBP2,Q9Y5Y2,0.0838494410273536,#N/A,#N/A
PPP4R2,Q9NY27,0.0837852679914768,#N/A,#N/A
BLOC1S2,Q6QNY1,0.0837411452635253,#N/A,#N/A
ADD3,Q9UEY8,0.0836840918769884,#N/A,#N/A
EIF4EBP2,Q13542,0.0834170618214864,#N/A,#N/A
PPP6R1,Q9UPN7,0.0833637325702958,#N/A,#N/A
OTUD6B,Q8N6M0,0.0833341652015984,#N/A,#N/A
CHAC2,Q8WUX2,0.0830109509263589,#N/A,#N/A
PAK4,O96013,0.0829128869439605,#N/A,#N/A
CFH,P08603,0.08290055929173,#N/A,#N/A
PCK2,Q16822,0.0828430628305796,#N/A,#N/A
ALG1,Q9BT22,0.0826596612369682,#N/A,#N/A
TRMT1,Q9NXH9,0.0826178184174534,#N/A,#N/A
PRRC2C,Q9Y520,0.0825184953819676,#N/A,4.29217555498256
AGFG1,P52594,0.0823924388658383,#N/A,#N/A
POLR2J,P52435,0.0823010374933521,#N/A,#N/A
GATD3B,A0A0B4J2D5,0.0822986637309905,#N/A,#N/A
CNPY3,Q9BT09,0.0822727661585164,#N/A,#N/A
C20orf27,Q9GZN8,0.0822671951818721,#N/A,#N/A
ENPP1,P22413,0.081972826129184,#N/A,#N/A
TPX2,Q9ULW0,0.0817522303374655,#N/A,4.64803419514086
ATP6V0D1,P61421,0.0814648222877552,#N/A,#N/A
DNASE2,O00115,0.081457122039632,#N/A,#N/A
ZC3HC1,Q86WB0,0.0812972896217674,#N/A,#N/A
PLAT,P00750,0.0811988401938718,#N/A,#N/A
IPO11,Q9UI26,0.0811558629751563,#N/A,#N/A
BICD2,Q8TD16,0.0810560522645981,#N/A,#N/A
RNASEH2B,Q5TBB1,0.0808108044505559,#N/A,#N/A
GLTP,Q9NZD2,0.0806301088452281,#N/A,#N/A
SREK1,Q8WXA9,0.0806105210617744,#N/A,#N/A
RABL3,Q5HYI8,0.080278671935583,#N/A,#N/A
ELP3,Q9H9T3,0.0801861593942719,#N/A,#N/A
AXDND1,Q5T1B0,0.0799341760006315,#N/A,#N/A
TRIM21,P19474,0.0798560966228679,#N/A,#N/A
MCCC1,Q96RQ3,0.0797609538487326,#N/A,#N/A
ANAPC13,Q9BS18,0.0797160772599159,#N/A,#N/A
POLR1D,P0DPB6,0.0797145961127761,#N/A,#N/A
DNAJC5,Q9H3Z4,0.0796775697405784,#N/A,#N/A
DCUN1D1,Q96GG9,0.0795416767018254,#N/A,#N/A
GNA13,Q14344,0.0794419641007545,#N/A,#N/A
NEDD4L,Q96PU5,0.0793533727209139,#N/A,#N/A
NQO2,P16083,0.0791647992232264,#N/A,#N/A
PTCD3,Q96EY7,0.0790474166251663,#N/A,#N/A
COMMD1,Q8N668,0.0789822222478808,#N/A,#N/A
PPIL4,Q8WUA2,0.0789479526955631,#N/A,#N/A
NECTIN2,Q92692,0.0788046370936731,#N/A,#N/A
NDUFAF4,Q9P032,0.0787645490671424,#N/A,#N/A
TNPO3,Q9Y5L0,0.0786123064409012,#N/A,#N/A
HDDC2,Q7Z4H3,0.0785455336363343,#N/A,#N/A
LDLR,P01130,0.0783344167235575,#N/A,#N/A
SCP2,P22307,0.0783261831178365,#N/A,#N/A
SNF8,Q96H20,0.0782236184192706,#N/A,#N/A
CDCA3,Q99618,0.0780682106445873,#N/A,#N/A
PRXL2A,Q9BRX8,0.0780309141544138,#N/A,#N/A
ZC3H14,Q6PJT7,0.0780095649979952,#N/A,4.28000597479333
NFU1,Q9UMS0,0.0779806842655578,#N/A,#N/A
RAI14,Q9P0K7,0.0779204855173309,#N/A,#N/A
WASHC3,Q9Y3C0,0.0777810038793034,#N/A,#N/A
PIGT,Q969N2,0.077447830196452,#N/A,#N/A
TRNT1,Q96Q11,0.0772917614708757,#N/A,#N/A
PTPN12,Q05209,0.077228746090638,#N/A,4.66879551639984
ARFGAP2,Q8N6H7,0.0766826664269523,#N/A,#N/A
CDC123,O75794,0.0765373053312046,#N/A,#N/A
JUP,P14923,0.0764953475036929,#N/A,#N/A
GATC,O43716,0.0764021865344597,#N/A,#N/A
NUF2,Q9BZD4,0.0764016056513868,#N/A,#N/A
FTO,Q9C0B1,0.0759169954478919,#N/A,#N/A
GLA,P06280,0.0756885844302095,#N/A,#N/A
TMX3,Q96JJ7,0.0755858464219509,#N/A,#N/A
NELFE,P18615,0.0754878087500239,#N/A,#N/A
GMPPA,Q96IJ6,0.0754191032423843,#N/A,#N/A
UNC119B,A6NIH7,0.0753567750078862,#N/A,#N/A
NUFIP2,Q7Z417,0.075341789097146,#N/A,#N/A
MCCC2,Q9HCC0,0.0751255720341397,#N/A,#N/A
MGST3,O14880,0.0748858437803797,#N/A,#N/A
COPS7A,Q9UBW8,0.0747014307813192,#N/A,#N/A
SNTB2,Q13425,0.074656649512544,#N/A,#N/A
CPPED1,Q9BRF8,0.0746067765626984,#N/A,#N/A
NOP53,Q9NZM5,0.0745829559321067,#N/A,#N/A
PTGR1,Q14914,0.0744474072993069,#N/A,#N/A
SPG21,Q9NZD8,0.0742074106384702,#N/A,#N/A
TBC1D13,Q9NVG8,0.0740889373737871,#N/A,#N/A
PPP1R11,O60927,0.0740784461617402,#N/A,#N/A
PACSIN3,Q9UKS6,0.0736765475418649,#N/A,#N/A
ZFAND6,Q6FIF0,0.0735895977426072,#N/A,#N/A
FAF1,Q9UNN5,0.0731631989611589,#N/A,#N/A
CELF1,Q92879,0.073071550918652,#N/A,#N/A
ACTR10,Q9NZ32,0.0730380017627281,#N/A,#N/A
DCAF8,Q5TAQ9,0.072834830271239,#N/A,#N/A
DDAH2,O95865,0.0727544101761665,#N/A,#N/A
TAF7,Q15545,0.0726791070642213,#N/A,#N/A
CUL3,Q13618,0.0726016471147778,#N/A,#N/A
GEMIN4,P57678,0.0721240597967876,#N/A,#N/A
DCAF16,Q9NXF7,0.0718936449439867,#N/A,#N/A
CASP6,P55212,0.0718140615376866,#N/A,#N/A
TP53BP1,Q12888,0.0717535722465971,#N/A,#N/A
VAC14,Q08AM6,0.0717213805646756,#N/A,#N/A
MRPS16,Q9Y3D3,0.0716514123102069,#N/A,#N/A
PRKCI,P41743,0.0716228374133439,#N/A,#N/A
POP7,O75817,0.0716056758141224,#N/A,#N/A
PPP4R3A,Q6IN85,0.0714727433902044,#N/A,#N/A
PEG10,Q86TG7,0.0712328879262229,4.36999080612967,#N/A
BAP18,Q8IXM2,0.0711931399395439,#N/A,#N/A
YIF1B,Q5BJH7,0.0711026631944044,#N/A,#N/A
TPBG,Q13641,0.0710008608870922,#N/A,#N/A
MAPK1IP1L,Q8NDC0,0.0708447767336112,4.72909645029491,#N/A
MRPL46,Q9H2W6,0.0706877499116084,#N/A,#N/A
WDFY1,Q8IWB7,0.0703949324482986,#N/A,#N/A
POLDIP3,Q9BY77,0.0703156658864247,#N/A,4.39453489470357
PFKL,P17858,0.0702456855788207,#N/A,#N/A
TSEN34,Q9BSV6,0.0701820067780686,#N/A,#N/A
GMPPB,Q9Y5P6,0.0701796606490992,#N/A,#N/A
RETREG3,Q86VR2,0.0701086862375979,#N/A,#N/A
TRMT61A,Q96FX7,0.0698818836046251,#N/A,#N/A
TPP1,O14773,0.0698218911855292,#N/A,#N/A
WRAP53,Q9BUR4,0.0696778159650435,#N/A,#N/A
ADAR,P55265,0.0696544461162671,#N/A,#N/A
CDC23,Q9UJX2,0.0696391332254908,#N/A,#N/A
MRRF,Q96E11,0.0695570383687841,#N/A,#N/A
NAA25,Q14CX7,0.0694874539630288,#N/A,#N/A
NAT10,Q9H0A0,0.0693963475450014,#N/A,#N/A
SCPEP1,Q9HB40,0.0691703217638936,#N/A,#N/A
VPS37B,Q9H9H4,0.0690481473254164,5.24336309005074,5.07758776283756
MRPL44,Q9H9J2,0.0689260744317678,#N/A,#N/A
UQCC2,Q9BRT2,0.0687432845676611,#N/A,#N/A
STX5,Q13190,0.068679143273366,#N/A,#N/A
POLR2A,P24928,0.0685502401603155,#N/A,#N/A
NUP160,Q12769,0.0684868289656975,#N/A,#N/A
AMPH,P49418,0.0684723604785858,#N/A,#N/A
UACA,Q9BZF9,0.0683489081152415,#N/A,#N/A
ELP1,O95163,0.0682580829376697,#N/A,#N/A
FAM114A1,Q8IWE2,0.0681855632626141,#N/A,#N/A
DDRGK1,Q96HY6,0.0681436596757051,#N/A,#N/A
PPM1A,P35813,0.0680909084393457,#N/A,#N/A
PTPN2,P17706,0.0680536994268258,#N/A,#N/A
CMAS,Q8NFW8,0.068015234022872,#N/A,#N/A
DHRS7,Q9Y394,0.0678066939484961,#N/A,#N/A
CIT,O14578,0.0677903144765297,#N/A,#N/A
NRGN,Q92686,0.0676637899518455,#N/A,#N/A
TM9SF1,O15321,0.0675742411018281,#N/A,#N/A
PDPR,Q8NCN5,0.0673751350370625,#N/A,#N/A
INPP1,P49441,0.0671854828311611,#N/A,#N/A
DNAJC13,O75165,0.0670254781272191,#N/A,#N/A
ELMO2,Q96JJ3,0.0669818020255863,#N/A,5.05319692009631
JUND,P17535,0.0667763774424429,#N/A,4.44615644863405
EIPR1,Q53HC9,0.0667291075967373,#N/A,#N/A
ODR4,Q5SWX8,0.0666764917687603,#N/A,#N/A
ASH1L,Q9NR48,0.0663589689834753,#N/A,#N/A
VPS4A,Q9UN37,0.0662685862068226,#N/A,#N/A
RBM42,Q9BTD8,0.0659956728934965,#N/A,#N/A
SMARCE1,Q969G3,0.0659483120697196,#N/A,#N/A
LAMTOR3,Q9UHA4,0.0655539252374557,#N/A,#N/A
DHFR,P00374,0.065408109373659,#N/A,#N/A
PRKCD,Q05655,0.0652819506432419,#N/A,#N/A
NUDT3,O95989,0.0651705902893065,#N/A,#N/A
PCBD2,Q9H0N5,0.0651244873496092,#N/A,#N/A
CDS2,O95674,0.0650204581191985,#N/A,#N/A
RACGAP1,Q9H0H5,0.0649640515473635,#N/A,#N/A
DPH5,Q9H2P9,0.0649044919883233,#N/A,#N/A
ANO10,Q9NW15,0.0648821175045123,#N/A,#N/A
PPP1R9B,Q96SB3,0.0648195445669128,#N/A,#N/A
RPL7L1,Q6DKI1,0.0644326670566024,#N/A,#N/A
MICAL2,O94851,0.0642605226128882,#N/A,#N/A
PRIM2,P49643,0.0642475428770585,#N/A,#N/A
AGK,Q53H12,0.0638829533048967,#N/A,#N/A
PTBP3,O95758,0.0638158182512286,#N/A,#N/A
ABR,Q12979,0.0637118728860169,#N/A,#N/A
NSDHL,Q15738,0.0636564994730629,#N/A,#N/A
FRMD6,Q96NE9,0.0636173012823054,#N/A,#N/A
TMEM106B,Q9NUM4,0.0634698755056896,#N/A,#N/A
LSS,P48449,0.063393750124151,#N/A,#N/A
WDR11,Q9BZH6,0.0632421485567888,#N/A,#N/A
ACTB,P60709,0.062964747631483,#N/A,#N/A
CTSL,P07711,0.0629170706404917,#N/A,#N/A
RABGGTB,P53611,0.0628630738659694,#N/A,#N/A
C12orf29,Q8N999,0.0628275403615011,#N/A,#N/A
STXBP2,Q15833,0.0627994314930111,#N/A,#N/A
ISOC1,Q96CN7,0.062745049549193,#N/A,#N/A
MAGED2,Q9UNF1,0.0626344240324456,#N/A,#N/A
PDP1,Q9P0J1,0.0626277245740434,#N/A,#N/A
MRPS30,Q9NP92,0.0623883819746424,#N/A,#N/A
UAP1L1,Q3KQV9,0.0621020654078605,#N/A,#N/A
ZNF622,Q969S3,0.0620304547159957,#N/A,#N/A
TUBB8,Q3ZCM7,0.0618686273968254,#N/A,#N/A
LAS1L,Q9Y4W2,0.0618057033652468,#N/A,#N/A
EIF2B3,Q9NR50,0.0617731237422046,#N/A,#N/A
NOB1,Q9ULX3,0.0617724508402575,#N/A,#N/A
ANXA13,P27216,0.0616081332150639,#N/A,#N/A
SLC25A1,P53007,0.0615976467446301,#N/A,#N/A
TBC1D4,O60343,0.0615143575967107,#N/A,#N/A
KEAP1,Q14145,0.0614613211951115,#N/A,#N/A
CLPTM1L,Q96KA5,0.0614191228496427,#N/A,#N/A
MGAT1,P26572,0.0612737239412876,#N/A,#N/A
RAC2,P15153,0.0612517183793583,#N/A,#N/A
IQGAP3,Q86VI3,0.0612373477969264,#N/A,#N/A
RNF114,Q9Y508,0.061216717430982,#N/A,#N/A
SHCBP1,Q8NEM2,0.0611490476154986,#N/A,#N/A
PDRG1,Q9NUG6,0.0610246278169162,#N/A,#N/A
MRPL47,Q9HD33,0.0609072163996771,#N/A,#N/A
OSGEP,Q9NPF4,0.0608106626524463,#N/A,#N/A
STAM,Q92783,0.0607188382340861,#N/A,#N/A
DHX29,Q7Z478,0.0607109292128044,#N/A,#N/A
GFM1,Q96RP9,0.0606972371457002,#N/A,#N/A
CAMK1,Q14012,0.0605640932160039,#N/A,#N/A
UBE2R2,Q712K3,0.0604769548733069,#N/A,#N/A
GTPBP1,O00178,0.0604169004338122,#N/A,#N/A
ITPR3,Q14573,0.0603780926977254,#N/A,#N/A
YIPF4,Q9BSR8,0.0603602078090841,#N/A,#N/A
LYPLAL1,Q5VWZ2,0.0602400139210751,#N/A,#N/A
USP9X,Q93008,0.0600496792605258,#N/A,#N/A
DOCK7,Q96N67,0.0600218589520333,#N/A,#N/A
LRPAP1,P30533,0.0596816842669014,#N/A,#N/A
BNIP2,Q12982,0.0595816353496843,#N/A,#N/A
GCDH,Q92947,0.0595745314673558,#N/A,#N/A
SLAIN2,Q9P270,0.0594016448477927,#N/A,4.28813292800835
TSFM,P43897,0.0592821926722037,#N/A,5.09559248068031
CCS,O14618,0.0592558044973115,#N/A,#N/A
XAB2,Q9HCS7,0.0591764712366083,#N/A,#N/A
CUL5,Q93034,0.0590932252698908,#N/A,#N/A
WTAP,Q15007,0.0589603377680293,#N/A,#N/A
TRIP12,Q14669,0.0588704076173893,#N/A,#N/A
OSTC,Q9NRP0,0.0588539748879799,#N/A,#N/A
YTHDF2,Q9Y5A9,0.0587930144816972,4.34236799546351,4.28175142496024
LIMCH1,Q9UPQ0,0.0587410861735275,#N/A,#N/A
AQR,O60306,0.0587374546724188,#N/A,#N/A
HMGCS1,Q01581,0.0587215665263872,#N/A,#N/A
NUP188,Q5SRE5,0.0585783219147608,#N/A,#N/A
APPL1,Q9UKG1,0.0584693929778949,#N/A,#N/A
RBP4,P02753,0.0583752978660909,#N/A,#N/A
MBLAC2,Q68D91,0.0583087881726443,#N/A,#N/A
IKBKG,Q9Y6K9,0.0582990495032774,#N/A,#N/A
MRM3,Q9HC36,0.0582276508040271,#N/A,#N/A
CSNK1D,P48730,0.0581141067005246,#N/A,4.41192956500385
DCTN6,O00399,0.0580746125772061,#N/A,#N/A
TSEN15,Q8WW01,0.0580115266832169,4.98387007516645,#N/A
GPHN,Q9NQX3,0.0579870836919038,#N/A,#N/A
HGH1,Q9BTY7,0.0579467622395559,#N/A,#N/A
POTEI,P0CG38,0.0579054268368067,#N/A,#N/A
CDKN2AIP,Q9NXV6,0.0578688724938414,#N/A,#N/A
PVR,P15151,0.0576159980579775,#N/A,#N/A
FNBP1,Q96RU3,0.0575798024584258,#N/A,#N/A
SLC4A1AP,Q9BWU0,0.0575716417978329,4.23541217038106,4.52617834319953
NPC1,O15118,0.0575077842020592,#N/A,#N/A
MRPL3,P09001,0.0574781770987905,#N/A,#N/A
C9orf64,Q5T6V5,0.0573992901846902,#N/A,#N/A
GHITM,Q9H3K2,0.0573434213005442,#N/A,#N/A
DHX38,Q92620,0.0573274901038214,#N/A,#N/A
AIFM2,Q9BRQ8,0.0570529666129591,#N/A,#N/A
PUM3,Q15397,0.0569541127037268,#N/A,#N/A
SUGP2,Q8IX01,0.0569210311677466,#N/A,#N/A
RING1,Q06587,0.0568210244650348,#N/A,#N/A
GOLT1B,Q9Y3E0,0.0567030425109313,#N/A,#N/A
MRPS35,P82673,0.0566782546786455,#N/A,#N/A
UBE3A,Q05086,0.0565410304776551,#N/A,#N/A
EMC6,Q9BV81,0.0562973548778711,#N/A,#N/A
MAIP1,Q8WWC4,0.0561612933721116,#N/A,#N/A
ITIH3,Q06033,0.0561227110337293,#N/A,#N/A
MORF4L1,Q9UBU8,0.0560846925040584,#N/A,#N/A
MMTAG2,Q9BU76,0.0560507005393382,#N/A,#N/A
UBE2Q1,Q7Z7E8,0.0558425273328623,#N/A,#N/A
SIN3A,Q96ST3,0.0558295565186066,#N/A,#N/A
ARRB1,P49407,0.0556334302985354,#N/A,#N/A
COX17,Q14061,0.0555545556061287,#N/A,#N/A
SYF2,O95926,0.0554155994113723,#N/A,#N/A
SEPTIN8,Q92599,0.0553764657354695,#N/A,#N/A
PARD6B,Q9BYG5,0.055329193129595,#N/A,#N/A
LRRC40,Q9H9A6,0.0553169238833395,#N/A,#N/A
RBM10,P98175,0.0551881397674106,#N/A,#N/A
AACS,Q86V21,0.0551462261545098,#N/A,#N/A
GNPDA2,Q8TDQ7,0.0549716385430477,#N/A,#N/A
PPWD1,Q96BP3,0.0549627512468755,#N/A,#N/A
TUBGCP2,Q9BSJ2,0.0547396598190905,#N/A,#N/A
ZC3H18,Q86VM9,0.0546358870687916,#N/A,#N/A
BCAR3,O75815,0.0546242256224356,4.82190156478157,5.15395384340785
MAD1L1,Q9Y6D9,0.05452104557965,#N/A,#N/A
KRR1,Q13601,0.0544795858286941,#N/A,#N/A
CETN3,O15182,0.0543129580252453,#N/A,#N/A
TIA1,P31483,0.0541991154894187,#N/A,#N/A
SUMO3,P55854,0.0541836993462072,#N/A,#N/A
TCEAL4,Q96EI5,0.0540843341577587,#N/A,#N/A
SPRY4,Q9C004,0.0539660950683035,#N/A,#N/A
PDS5B,Q9NTI5,0.0538935024211812,#N/A,#N/A
NUDT1,P36639,0.0538712963042647,#N/A,#N/A
SPART,Q8N0X7,0.0538260371066732,#N/A,#N/A
CYP51A1,Q16850,0.053747597935473,#N/A,#N/A
NIP7,Q9Y221,0.0536296444088959,#N/A,#N/A
DHRS7B,Q6IAN0,0.0535902214781255,#N/A,#N/A
DNAJC3,Q13217,0.0535772359622103,#N/A,#N/A
COMMD4,Q9H0A8,0.0535289003634849,#N/A,#N/A
SLC27A4,Q6P1M0,0.0535078078722859,#N/A,#N/A
USP47,Q96K76,0.0534955631260784,#N/A,#N/A
POLR2G,P62487,0.053311843529996,#N/A,#N/A
B4GALT1,P15291,0.0533042171874966,#N/A,#N/A
TRMT5,Q32P41,0.05316373457361,#N/A,#N/A
